post_id,creator_id,title,post_type,access_level,minimum_tier_id,published_at,is_pinned
po_01856,cr_0025,Thoughts on #1856,article,patron_only,ti_00053,2024-12-27 00:00:00,False
po_01857,cr_0026,Behind the Scenes #1857,video,patron_only,ti_00056,2023-01-19 00:00:00,False
po_01858,cr_0026,Template Download #1858,file,patron_only,ti_00056,2023-01-14 00:00:00,False
po_01859,cr_0026,Resource Pack #1859,file,public,,2023-01-03 00:00:00,False
po_01860,cr_0026,Behind the Scenes #1860,video,patron_only,ti_00055,2023-02-15 00:00:00,False
po_01861,cr_0026,Bonus Content #1861,file,patron_only,ti_00056,2023-02-17 00:00:00,False
po_01862,cr_0026,Thoughts on #1862,article,patron_only,ti_00055,2023-03-09 00:00:00,False
po_01863,cr_0026,Project Files #1863,file,patron_only,ti_00055,2023-03-28 00:00:00,False
po_01864,cr_0026,Weekly Update #1864,video,patron_only,ti_00055,2023-04-15 00:00:00,False
po_01865,cr_0026,Project Files #1865,file,patron_only,ti_00055,2023-04-18 00:00:00,False
po_01866,cr_0026,Weekly Update #1866,video,patron_only,ti_00056,2023-05-05 00:00:00,False
po_01867,cr_0026,Weekly Update #1867,video,public,,2023-05-19 00:00:00,False
po_01868,cr_0026,Behind the Scenes #1868,video,public,,2023-05-06 00:00:00,False
po_01869,cr_0026,Thoughts on #1869,article,patron_only,ti_00055,2023-05-17 00:00:00,False
po_01870,cr_0026,Thoughts on #1870,article,public,,2023-06-23 00:00:00,False
po_01871,cr_0026,Template Download #1871,file,patron_only,ti_00056,2023-06-24 00:00:00,False
po_01872,cr_0026,Weekly Newsletter #1872,article,public,,2023-06-25 00:00:00,False
po_01873,cr_0026,Project Files #1873,file,patron_only,ti_00056,2023-06-14 00:00:00,False
po_01874,cr_0026,Project Files #1874,file,patron_only,ti_00055,2023-06-15 00:00:00,False
po_01875,cr_0026,New Article #1875,article,public,,2023-07-16 00:00:00,False
po_01876,cr_0026,Special Episode #1876,video,patron_only,ti_00055,2023-07-11 00:00:00,False
po_01877,cr_0026,Weekly Update #1877,video,patron_only,ti_00056,2023-07-19 00:00:00,False
po_01878,cr_0026,Template Download #1878,file,patron_only,ti_00055,2023-08-09 00:00:00,False
po_01879,cr_0026,New Article #1879,article,patron_only,ti_00057,2023-08-13 00:00:00,False
po_01880,cr_0026,Thoughts on #1880,article,patron_only,ti_00055,2023-09-02 00:00:00,False
po_01881,cr_0026,Thoughts on #1881,article,public,,2023-09-08 00:00:00,False
po_01882,cr_0026,Weekly Update #1882,video,public,,2023-09-12 00:00:00,False
po_01883,cr_0026,Project Files #1883,file,public,,2023-09-07 00:00:00,False
po_01884,cr_0026,Behind the Scenes #1884,video,public,,2023-10-01 00:00:00,False
po_01885,cr_0026,New Article #1885,article,patron_only,ti_00057,2023-10-11 00:00:00,False
po_01886,cr_0026,Template Download #1886,file,patron_only,ti_00055,2023-10-24 00:00:00,False
po_01887,cr_0026,Thoughts on #1887,article,public,,2023-11-15 00:00:00,False
po_01888,cr_0026,Special Episode #1888,video,patron_only,ti_00056,2023-11-01 00:00:00,False
po_01889,cr_0026,Bonus Content #1889,file,patron_only,ti_00057,2023-11-12 00:00:00,False
po_01890,cr_0026,Thoughts on #1890,article,patron_only,ti_00055,2023-11-23 00:00:00,False
po_01891,cr_0026,New Tutorial #1891,video,patron_only,ti_00055,2023-12-05 00:00:00,False
po_01892,cr_0026,Weekly Newsletter #1892,article,patron_only,ti_00055,2023-12-02 00:00:00,False
po_01893,cr_0026,New Tutorial #1893,video,patron_only,ti_00055,2023-12-09 00:00:00,False
po_01894,cr_0026,New Article #1894,article,patron_only,ti_00055,2023-12-22 00:00:00,False
po_01895,cr_0026,Resource Pack #1895,file,patron_only,ti_00056,2023-12-10 00:00:00,False
po_01896,cr_0026,Weekly Newsletter #1896,article,public,,2023-12-14 00:00:00,False
po_01897,cr_0026,Resource Pack #1897,file,patron_only,ti_00055,2023-12-21 00:00:00,False
po_01898,cr_0026,Project Files #1898,file,patron_only,ti_00055,2024-01-04 00:00:00,False
po_01899,cr_0026,Weekly Newsletter #1899,article,public,,2024-01-06 00:00:00,False
po_01900,cr_0026,New Tutorial #1900,video,patron_only,ti_00055,2024-01-21 00:00:00,True
po_01901,cr_0026,New Tutorial #1901,video,patron_only,ti_00055,2024-02-09 00:00:00,False
po_01902,cr_0026,Project Files #1902,file,patron_only,ti_00056,2024-02-27 00:00:00,False
po_01903,cr_0026,Update Post #1903,article,patron_only,ti_00055,2024-02-06 00:00:00,False
po_01904,cr_0026,Bonus Content #1904,file,patron_only,ti_00055,2024-03-16 00:00:00,False
po_01905,cr_0026,Special Episode #1905,video,patron_only,ti_00055,2024-04-24 00:00:00,False
po_01906,cr_0026,Resource Pack #1906,file,patron_only,ti_00055,2024-04-22 00:00:00,False
po_01907,cr_0026,Behind the Scenes #1907,video,public,,2024-05-20 00:00:00,True
po_01908,cr_0026,Thoughts on #1908,article,public,,2024-05-12 00:00:00,False
po_01909,cr_0026,New Tutorial #1909,video,public,,2024-06-28 00:00:00,False
po_01910,cr_0026,Project Files #1910,file,patron_only,ti_00056,2024-06-07 00:00:00,False
po_01911,cr_0026,New Tutorial #1911,video,patron_only,ti_00055,2024-07-09 00:00:00,False
po_01912,cr_0026,Thoughts on #1912,article,patron_only,ti_00055,2024-07-20 00:00:00,False
po_01913,cr_0026,Special Episode #1913,video,patron_only,ti_00056,2024-08-03 00:00:00,False
po_01914,cr_0026,Special Episode #1914,video,patron_only,ti_00055,2024-08-01 00:00:00,False
po_01915,cr_0026,New Tutorial #1915,video,public,,2024-08-22 00:00:00,False
po_01916,cr_0026,Behind the Scenes #1916,video,patron_only,ti_00056,2024-08-08 00:00:00,False
po_01917,cr_0026,New Tutorial #1917,video,patron_only,ti_00057,2024-08-17 00:00:00,False
po_01918,cr_0026,Template Download #1918,file,patron_only,ti_00056,2024-08-04 00:00:00,False
po_01919,cr_0026,Behind the Scenes #1919,video,patron_only,ti_00056,2024-08-21 00:00:00,False
po_01920,cr_0026,Thoughts on #1920,article,patron_only,ti_00056,2024-09-10 00:00:00,False
po_01921,cr_0026,Update Post #1921,article,public,,2024-09-15 00:00:00,False
po_01922,cr_0026,Resource Pack #1922,file,public,,2024-10-16 00:00:00,False
po_01923,cr_0026,Bonus Content #1923,file,patron_only,ti_00055,2024-10-18 00:00:00,False
po_01924,cr_0026,Project Files #1924,file,patron_only,ti_00056,2024-10-06 00:00:00,False
po_01925,cr_0026,Behind the Scenes #1925,video,patron_only,ti_00056,2024-12-16 00:00:00,False
po_01926,cr_0026,Weekly Update #1926,video,patron_only,ti_00055,2024-12-06 00:00:00,False
po_01927,cr_0026,Weekly Newsletter #1927,article,patron_only,ti_00057,2024-12-02 00:00:00,False
po_01928,cr_0027,Behind the Scenes #1928,video,patron_only,ti_00059,2023-01-13 00:00:00,False
po_01929,cr_0027,Weekly Newsletter #1929,article,patron_only,ti_00059,2023-02-21 00:00:00,False
po_01930,cr_0027,Thoughts on #1930,article,patron_only,ti_00058,2023-03-04 00:00:00,False
po_01931,cr_0027,Exclusive Sketch #1931,image,public,,2023-03-04 00:00:00,False
po_01932,cr_0027,Thoughts on #1932,article,patron_only,ti_00059,2023-04-20 00:00:00,False
po_01933,cr_0027,WIP Preview #1933,image,patron_only,ti_00058,2023-05-13 00:00:00,False
po_01934,cr_0027,Final Piece #1934,image,patron_only,ti_00058,2023-06-01 00:00:00,False
po_01935,cr_0027,Thoughts on #1935,article,patron_only,ti_00058,2023-07-20 00:00:00,False
po_01936,cr_0027,New Tutorial #1936,video,patron_only,ti_00059,2023-09-27 00:00:00,False
po_01937,cr_0027,New Artwork #1937,image,patron_only,ti_00059,2023-10-11 00:00:00,False
po_01938,cr_0027,WIP Preview #1938,image,public,,2023-10-19 00:00:00,False
po_01939,cr_0027,New Article #1939,article,patron_only,ti_00059,2023-10-15 00:00:00,False
po_01940,cr_0027,Update Post #1940,article,public,,2023-10-27 00:00:00,False
po_01941,cr_0027,New Article #1941,article,patron_only,ti_00058,2023-10-01 00:00:00,False
po_01942,cr_0027,New Artwork #1942,image,patron_only,ti_00058,2023-11-27 00:00:00,False
po_01943,cr_0027,Exclusive Sketch #1943,image,patron_only,ti_00059,2023-11-09 00:00:00,False
po_01944,cr_0027,Behind the Scenes #1944,video,patron_only,ti_00059,2023-12-02 00:00:00,False
po_01945,cr_0027,Weekly Update #1945,video,patron_only,ti_00058,2023-12-01 00:00:00,False
po_01946,cr_0027,Exclusive Sketch #1946,image,patron_only,ti_00059,2023-12-20 00:00:00,False
po_01947,cr_0027,Exclusive Sketch #1947,image,patron_only,ti_00059,2024-01-09 00:00:00,False
po_01948,cr_0027,Final Piece #1948,image,patron_only,ti_00058,2024-01-04 00:00:00,False
po_01949,cr_0027,Final Piece #1949,image,patron_only,ti_00059,2024-01-16 00:00:00,False
po_01950,cr_0027,Thoughts on #1950,article,patron_only,ti_00059,2024-01-22 00:00:00,False
po_01951,cr_0027,Weekly Update #1951,video,patron_only,ti_00058,2024-01-14 00:00:00,False
po_01952,cr_0027,Final Piece #1952,image,public,,2024-01-11 00:00:00,False
po_01953,cr_0027,Behind the Scenes #1953,video,patron_only,ti_00059,2024-02-08 00:00:00,False
po_01954,cr_0027,Exclusive Sketch #1954,image,patron_only,ti_00058,2024-02-10 00:00:00,False
po_01955,cr_0027,Behind the Scenes #1955,video,public,,2024-03-25 00:00:00,False
po_01956,cr_0027,Update Post #1956,article,public,,2024-03-28 00:00:00,False
po_01957,cr_0027,Behind the Scenes #1957,video,patron_only,ti_00058,2024-04-20 00:00:00,False
po_01958,cr_0027,Thoughts on #1958,article,patron_only,ti_00059,2024-05-15 00:00:00,False
po_01959,cr_0027,Weekly Newsletter #1959,article,patron_only,ti_00059,2024-05-24 00:00:00,False
po_01960,cr_0027,Special Episode #1960,video,patron_only,ti_00058,2024-06-18 00:00:00,False
po_01961,cr_0027,Update Post #1961,article,patron_only,ti_00058,2024-06-11 00:00:00,False
po_01962,cr_0027,Update Post #1962,article,public,,2024-07-27 00:00:00,False
po_01963,cr_0027,Thoughts on #1963,article,patron_only,ti_00059,2024-09-23 00:00:00,True
po_01964,cr_0027,Weekly Newsletter #1964,article,patron_only,ti_00058,2024-10-24 00:00:00,False
po_01965,cr_0027,New Tutorial #1965,video,patron_only,ti_00059,2024-10-05 00:00:00,False
po_01966,cr_0027,Final Piece #1966,image,public,,2024-11-15 00:00:00,False
po_01967,cr_0028,Update Post #1967,article,patron_only,ti_00060,2023-01-09 00:00:00,False
po_01968,cr_0028,New Article #1968,article,patron_only,ti_00061,2023-03-09 00:00:00,False
po_01969,cr_0028,Template Download #1969,file,patron_only,ti_00061,2023-04-23 00:00:00,False
po_01970,cr_0028,Final Piece #1970,image,patron_only,ti_00062,2023-06-06 00:00:00,False
po_01971,cr_0028,WIP Preview #1971,image,patron_only,ti_00061,2023-07-13 00:00:00,False
po_01972,cr_0028,Resource Pack #1972,file,patron_only,ti_00062,2023-07-10 00:00:00,False
po_01973,cr_0028,WIP Preview #1973,image,patron_only,ti_00062,2023-07-16 00:00:00,False
po_01974,cr_0028,New Artwork #1974,image,patron_only,ti_00061,2023-08-15 00:00:00,False
po_01975,cr_0028,Bonus Content #1975,file,public,,2023-09-17 00:00:00,False
po_01976,cr_0028,Thoughts on #1976,article,patron_only,ti_00060,2023-10-21 00:00:00,False
po_01977,cr_0028,Template Download #1977,file,patron_only,ti_00061,2023-11-08 00:00:00,False
po_01978,cr_0028,Project Files #1978,file,patron_only,ti_00061,2023-11-21 00:00:00,False
po_01979,cr_0028,Weekly Newsletter #1979,article,patron_only,ti_00061,2024-02-24 00:00:00,False
po_01980,cr_0028,Project Files #1980,file,patron_only,ti_00062,2024-02-28 00:00:00,False
po_01981,cr_0028,Weekly Newsletter #1981,article,patron_only,ti_00062,2024-03-20 00:00:00,False
po_01982,cr_0028,New Artwork #1982,image,public,,2024-04-14 00:00:00,False
po_01983,cr_0028,Resource Pack #1983,file,patron_only,ti_00060,2024-05-17 00:00:00,False
po_01984,cr_0028,Project Files #1984,file,public,,2024-06-10 00:00:00,False
po_01985,cr_0028,New Artwork #1985,image,patron_only,ti_00062,2024-08-20 00:00:00,False
po_01986,cr_0028,Bonus Content #1986,file,patron_only,ti_00061,2024-08-14 00:00:00,False
po_01987,cr_0028,New Artwork #1987,image,patron_only,ti_00060,2024-09-28 00:00:00,False
po_01988,cr_0028,Thoughts on #1988,article,patron_only,ti_00060,2024-10-13 00:00:00,False
po_01989,cr_0028,Exclusive Sketch #1989,image,patron_only,ti_00062,2024-11-03 00:00:00,False
po_01990,cr_0028,Template Download #1990,file,patron_only,ti_00060,2024-12-08 00:00:00,False
po_01991,cr_0028,Thoughts on #1991,article,patron_only,ti_00060,2024-12-15 00:00:00,False
po_01992,cr_0029,Thoughts on #1992,article,public,,2023-01-14 00:00:00,False
po_01993,cr_0029,Update Post #1993,article,public,,2023-01-03 00:00:00,False
po_01994,cr_0029,Q&A Session #1994,audio,patron_only,ti_00065,2023-01-16 00:00:00,False
po_01995,cr_0029,New Episode #1995,audio,patron_only,ti_00064,2023-02-09 00:00:00,False
po_01996,cr_0029,Monthly Update #1996,audio,patron_only,ti_00063,2023-02-27 00:00:00,False
po_01997,cr_0029,Exclusive Sketch #1997,image,patron_only,ti_00063,2023-02-19 00:00:00,False
po_01998,cr_0029,WIP Preview #1998,image,patron_only,ti_00064,2023-02-22 00:00:00,False
po_01999,cr_0029,New Article #1999,article,patron_only,ti_00065,2023-03-13 00:00:00,False
po_02000,cr_0029,Exclusive Sketch #2000,image,patron_only,ti_00064,2023-03-24 00:00:00,False
po_02001,cr_0029,New Episode #2001,audio,patron_only,ti_00064,2023-03-07 00:00:00,False
po_02002,cr_0029,Q&A Session #2002,audio,patron_only,ti_00063,2023-03-21 00:00:00,False
po_02003,cr_0029,Weekly Newsletter #2003,article,patron_only,ti_00064,2023-03-21 00:00:00,False
po_02004,cr_0029,Final Piece #2004,image,patron_only,ti_00064,2023-03-18 00:00:00,False
po_02005,cr_0029,Monthly Update #2005,audio,public,,2023-03-07 00:00:00,False
po_02006,cr_0029,Final Piece #2006,image,patron_only,ti_00063,2023-03-14 00:00:00,False
po_02007,cr_0029,Weekly Newsletter #2007,article,patron_only,ti_00065,2023-03-20 00:00:00,False
po_02008,cr_0029,Thoughts on #2008,article,patron_only,ti_00063,2023-04-23 00:00:00,False
po_02009,cr_0029,New Episode #2009,audio,public,,2023-05-04 00:00:00,False
po_02010,cr_0029,Monthly Update #2010,audio,patron_only,ti_00063,2023-05-14 00:00:00,False
po_02011,cr_0029,Update Post #2011,article,patron_only,ti_00065,2023-05-14 00:00:00,False
po_02012,cr_0029,New Article #2012,article,patron_only,ti_00063,2023-05-14 00:00:00,False
po_02013,cr_0029,Monthly Update #2013,audio,patron_only,ti_00064,2023-06-19 00:00:00,False
po_02014,cr_0029,WIP Preview #2014,image,patron_only,ti_00063,2023-06-02 00:00:00,False
po_02015,cr_0029,New Episode #2015,audio,patron_only,ti_00063,2023-06-09 00:00:00,False
po_02016,cr_0029,New Episode #2016,audio,patron_only,ti_00063,2023-06-13 00:00:00,False
po_02017,cr_0029,Monthly Update #2017,audio,patron_only,ti_00063,2023-06-14 00:00:00,False
po_02018,cr_0029,Weekly Newsletter #2018,article,patron_only,ti_00065,2023-06-05 00:00:00,False
po_02019,cr_0029,Final Piece #2019,image,patron_only,ti_00063,2023-06-22 00:00:00,False
po_02020,cr_0029,Final Piece #2020,image,patron_only,ti_00063,2023-06-15 00:00:00,False
po_02021,cr_0029,Final Piece #2021,image,patron_only,ti_00064,2023-07-20 00:00:00,False
po_02022,cr_0029,WIP Preview #2022,image,patron_only,ti_00063,2023-07-19 00:00:00,False
po_02023,cr_0029,New Artwork #2023,image,patron_only,ti_00063,2023-08-01 00:00:00,False
po_02024,cr_0029,New Article #2024,article,patron_only,ti_00063,2023-08-22 00:00:00,False
po_02025,cr_0029,Bonus Content #2025,audio,patron_only,ti_00063,2023-08-12 00:00:00,False
po_02026,cr_0029,Update Post #2026,article,patron_only,ti_00063,2023-08-13 00:00:00,False
po_02027,cr_0029,Thoughts on #2027,article,patron_only,ti_00065,2023-08-03 00:00:00,False
po_02028,cr_0029,New Article #2028,article,patron_only,ti_00063,2023-09-25 00:00:00,False
po_02029,cr_0029,WIP Preview #2029,image,patron_only,ti_00063,2023-09-07 00:00:00,False
po_02030,cr_0029,Exclusive Sketch #2030,image,patron_only,ti_00063,2023-09-13 00:00:00,False
po_02031,cr_0029,New Artwork #2031,image,patron_only,ti_00065,2023-09-08 00:00:00,False
po_02032,cr_0029,WIP Preview #2032,image,patron_only,ti_00065,2023-10-14 00:00:00,False
po_02033,cr_0029,New Artwork #2033,image,patron_only,ti_00064,2023-10-08 00:00:00,False
po_02034,cr_0029,New Episode #2034,audio,patron_only,ti_00064,2023-11-20 00:00:00,False
po_02035,cr_0029,Final Piece #2035,image,patron_only,ti_00063,2023-11-18 00:00:00,False
po_02036,cr_0029,Bonus Content #2036,audio,public,,2023-11-19 00:00:00,False
po_02037,cr_0029,Monthly Update #2037,audio,patron_only,ti_00065,2023-11-04 00:00:00,False
po_02038,cr_0029,Weekly Newsletter #2038,article,patron_only,ti_00065,2023-11-23 00:00:00,False
po_02039,cr_0029,Exclusive Sketch #2039,image,patron_only,ti_00063,2023-11-03 00:00:00,False
po_02040,cr_0029,Thoughts on #2040,article,patron_only,ti_00064,2023-11-17 00:00:00,False
po_02041,cr_0029,Update Post #2041,article,patron_only,ti_00063,2023-11-16 00:00:00,False
po_02042,cr_0029,Thoughts on #2042,article,patron_only,ti_00063,2023-11-25 00:00:00,False
po_02043,cr_0029,Update Post #2043,article,patron_only,ti_00064,2023-12-11 00:00:00,False
po_02044,cr_0029,Update Post #2044,article,patron_only,ti_00065,2023-12-05 00:00:00,False
po_02045,cr_0029,Exclusive Sketch #2045,image,patron_only,ti_00064,2023-12-27 00:00:00,False
po_02046,cr_0029,Exclusive Sketch #2046,image,patron_only,ti_00064,2023-12-01 00:00:00,False
po_02047,cr_0029,New Episode #2047,audio,patron_only,ti_00063,2023-12-20 00:00:00,False
po_02048,cr_0029,Q&A Session #2048,audio,patron_only,ti_00063,2023-12-09 00:00:00,False
po_02049,cr_0029,WIP Preview #2049,image,patron_only,ti_00063,2023-12-18 00:00:00,False
po_02050,cr_0029,New Episode #2050,audio,patron_only,ti_00064,2023-12-15 00:00:00,False
po_02051,cr_0029,Weekly Newsletter #2051,article,patron_only,ti_00065,2024-01-23 00:00:00,False
po_02052,cr_0029,New Artwork #2052,image,patron_only,ti_00063,2024-01-10 00:00:00,False
po_02053,cr_0029,Monthly Update #2053,audio,patron_only,ti_00063,2024-02-17 00:00:00,False
po_02054,cr_0029,Q&A Session #2054,audio,patron_only,ti_00064,2024-02-05 00:00:00,False
po_02055,cr_0029,Exclusive Sketch #2055,image,patron_only,ti_00063,2024-02-03 00:00:00,False
po_02056,cr_0029,Bonus Content #2056,audio,patron_only,ti_00064,2024-03-03 00:00:00,False
po_02057,cr_0029,Weekly Newsletter #2057,article,patron_only,ti_00063,2024-03-25 00:00:00,False
po_02058,cr_0029,Bonus Content #2058,audio,patron_only,ti_00063,2024-04-24 00:00:00,False
po_02059,cr_0029,New Artwork #2059,image,patron_only,ti_00065,2024-05-26 00:00:00,False
po_02060,cr_0029,New Episode #2060,audio,public,,2024-05-13 00:00:00,False
po_02061,cr_0029,Weekly Newsletter #2061,article,patron_only,ti_00065,2024-05-11 00:00:00,False
po_02062,cr_0029,Final Piece #2062,image,patron_only,ti_00065,2024-05-15 00:00:00,False
po_02063,cr_0029,New Episode #2063,audio,patron_only,ti_00063,2024-05-02 00:00:00,False
po_02064,cr_0029,Bonus Content #2064,audio,patron_only,ti_00064,2024-06-05 00:00:00,False
po_02065,cr_0029,New Artwork #2065,image,patron_only,ti_00064,2024-06-17 00:00:00,False
po_02066,cr_0029,Update Post #2066,article,patron_only,ti_00063,2024-07-16 00:00:00,False
po_02067,cr_0029,New Episode #2067,audio,patron_only,ti_00063,2024-07-28 00:00:00,False
po_02068,cr_0029,WIP Preview #2068,image,patron_only,ti_00064,2024-07-01 00:00:00,False
po_02069,cr_0029,New Artwork #2069,image,patron_only,ti_00064,2024-07-06 00:00:00,False
po_02070,cr_0029,Thoughts on #2070,article,patron_only,ti_00064,2024-07-26 00:00:00,False
po_02071,cr_0029,Monthly Update #2071,audio,patron_only,ti_00063,2024-07-27 00:00:00,False
po_02072,cr_0029,New Episode #2072,audio,patron_only,ti_00063,2024-08-20 00:00:00,False
po_02073,cr_0029,New Artwork #2073,image,public,,2024-08-22 00:00:00,False
po_02074,cr_0029,New Artwork #2074,image,patron_only,ti_00064,2024-08-05 00:00:00,False
po_02075,cr_0029,New Artwork #2075,image,public,,2024-08-24 00:00:00,False
po_02076,cr_0029,New Artwork #2076,image,patron_only,ti_00063,2024-09-09 00:00:00,False
po_02077,cr_0029,New Article #2077,article,public,,2024-09-26 00:00:00,False
po_02078,cr_0029,Update Post #2078,article,patron_only,ti_00064,2024-09-13 00:00:00,False
po_02079,cr_0029,WIP Preview #2079,image,public,,2024-09-14 00:00:00,False
po_02080,cr_0029,WIP Preview #2080,image,patron_only,ti_00064,2024-10-22 00:00:00,False
po_02081,cr_0029,WIP Preview #2081,image,patron_only,ti_00064,2024-10-09 00:00:00,False
po_02082,cr_0029,New Episode #2082,audio,public,,2024-10-25 00:00:00,False
po_02083,cr_0029,New Article #2083,article,patron_only,ti_00063,2024-10-17 00:00:00,False
po_02084,cr_0029,Weekly Newsletter #2084,article,patron_only,ti_00065,2024-10-25 00:00:00,False
po_02085,cr_0029,Monthly Update #2085,audio,patron_only,ti_00064,2024-11-02 00:00:00,False
po_02086,cr_0029,Update Post #2086,article,patron_only,ti_00064,2024-11-19 00:00:00,False
po_02087,cr_0029,Q&A Session #2087,audio,public,,2024-11-06 00:00:00,False
po_02088,cr_0029,Final Piece #2088,image,patron_only,ti_00064,2024-12-08 00:00:00,False
po_02089,cr_0029,Q&A Session #2089,audio,patron_only,ti_00063,2024-12-21 00:00:00,False
po_02090,cr_0029,New Article #2090,article,patron_only,ti_00063,2024-12-09 00:00:00,False
po_02091,cr_0029,WIP Preview #2091,image,public,,2024-12-25 00:00:00,False
po_02092,cr_0029,Thoughts on #2092,article,patron_only,ti_00064,2024-12-03 00:00:00,False
po_02093,cr_0029,WIP Preview #2093,image,patron_only,ti_00064,2024-12-02 00:00:00,False
po_02094,cr_0030,New Tutorial #2094,video,patron_only,ti_00066,2023-01-03 00:00:00,False
po_02095,cr_0030,New Artwork #2095,image,patron_only,ti_00066,2023-01-13 00:00:00,False
po_02096,cr_0030,Special Episode #2096,video,patron_only,ti_00066,2023-01-14 00:00:00,False
po_02097,cr_0030,Weekly Newsletter #2097,article,patron_only,ti_00066,2023-01-06 00:00:00,False
po_02098,cr_0030,Weekly Update #2098,video,patron_only,ti_00066,2023-01-19 00:00:00,False
po_02099,cr_0030,New Artwork #2099,image,patron_only,ti_00067,2023-01-18 00:00:00,False
po_02100,cr_0030,Behind the Scenes #2100,video,patron_only,ti_00066,2023-01-28 00:00:00,False
po_02101,cr_0030,New Artwork #2101,image,patron_only,ti_00066,2023-02-17 00:00:00,False
po_02102,cr_0030,Exclusive Sketch #2102,image,patron_only,ti_00067,2023-02-23 00:00:00,False
po_02103,cr_0030,Behind the Scenes #2103,video,public,,2023-02-02 00:00:00,False
po_02104,cr_0030,Final Piece #2104,image,patron_only,ti_00066,2023-02-14 00:00:00,False
po_02105,cr_0030,New Tutorial #2105,video,patron_only,ti_00067,2023-02-23 00:00:00,False
po_02106,cr_0030,New Article #2106,article,patron_only,ti_00066,2023-03-07 00:00:00,False
po_02107,cr_0030,Thoughts on #2107,article,patron_only,ti_00067,2023-03-18 00:00:00,False
po_02108,cr_0030,New Artwork #2108,image,patron_only,ti_00066,2023-03-05 00:00:00,False
po_02109,cr_0030,New Tutorial #2109,video,patron_only,ti_00066,2023-03-22 00:00:00,False
po_02110,cr_0030,WIP Preview #2110,image,public,,2023-03-08 00:00:00,False
po_02111,cr_0030,Thoughts on #2111,article,patron_only,ti_00067,2023-03-17 00:00:00,False
po_02112,cr_0030,Weekly Newsletter #2112,article,public,,2023-03-03 00:00:00,False
po_02113,cr_0030,Weekly Update #2113,video,patron_only,ti_00066,2023-03-28 00:00:00,False
po_02114,cr_0030,Final Piece #2114,image,public,,2023-04-07 00:00:00,False
po_02115,cr_0030,New Tutorial #2115,video,patron_only,ti_00066,2023-04-25 00:00:00,False
po_02116,cr_0030,Weekly Newsletter #2116,article,patron_only,ti_00066,2023-04-23 00:00:00,False
po_02117,cr_0030,Thoughts on #2117,article,patron_only,ti_00066,2023-04-01 00:00:00,False
po_02118,cr_0030,Update Post #2118,article,patron_only,ti_00066,2023-04-24 00:00:00,False
po_02119,cr_0030,Weekly Update #2119,video,patron_only,ti_00066,2023-04-02 00:00:00,False
po_02120,cr_0030,New Tutorial #2120,video,patron_only,ti_00066,2023-04-01 00:00:00,False
po_02121,cr_0030,Thoughts on #2121,article,patron_only,ti_00066,2023-05-24 00:00:00,False
po_02122,cr_0030,Thoughts on #2122,article,public,,2023-05-17 00:00:00,False
po_02123,cr_0030,Thoughts on #2123,article,patron_only,ti_00066,2023-06-22 00:00:00,False
po_02124,cr_0030,Final Piece #2124,image,patron_only,ti_00067,2023-06-14 00:00:00,False
po_02125,cr_0030,Weekly Newsletter #2125,article,patron_only,ti_00066,2023-06-17 00:00:00,False
po_02126,cr_0030,WIP Preview #2126,image,patron_only,ti_00066,2023-06-17 00:00:00,False
po_02127,cr_0030,Weekly Newsletter #2127,article,public,,2023-07-20 00:00:00,False
po_02128,cr_0030,Thoughts on #2128,article,public,,2023-07-17 00:00:00,False
po_02129,cr_0030,Special Episode #2129,video,patron_only,ti_00066,2023-08-27 00:00:00,False
po_02130,cr_0030,Weekly Newsletter #2130,article,patron_only,ti_00066,2023-08-14 00:00:00,False
po_02131,cr_0030,Update Post #2131,article,public,,2023-08-09 00:00:00,False
po_02132,cr_0030,Behind the Scenes #2132,video,patron_only,ti_00066,2023-09-17 00:00:00,False
po_02133,cr_0030,Special Episode #2133,video,patron_only,ti_00066,2023-09-23 00:00:00,False
po_02134,cr_0030,Behind the Scenes #2134,video,patron_only,ti_00066,2023-09-01 00:00:00,False
po_02135,cr_0030,Final Piece #2135,image,patron_only,ti_00066,2023-09-02 00:00:00,False
po_02136,cr_0030,New Tutorial #2136,video,patron_only,ti_00067,2023-10-14 00:00:00,False
po_02137,cr_0030,Weekly Newsletter #2137,article,patron_only,ti_00067,2023-10-28 00:00:00,False
po_02138,cr_0030,New Artwork #2138,image,patron_only,ti_00066,2023-10-28 00:00:00,False
po_02139,cr_0030,Thoughts on #2139,article,patron_only,ti_00066,2023-10-05 00:00:00,False
po_02140,cr_0030,Weekly Newsletter #2140,article,patron_only,ti_00067,2023-11-12 00:00:00,False
po_02141,cr_0030,Weekly Update #2141,video,public,,2023-11-24 00:00:00,False
po_02142,cr_0030,Weekly Newsletter #2142,article,patron_only,ti_00067,2023-11-20 00:00:00,False
po_02143,cr_0030,New Article #2143,article,patron_only,ti_00067,2023-11-06 00:00:00,False
po_02144,cr_0030,Behind the Scenes #2144,video,patron_only,ti_00066,2023-11-25 00:00:00,False
po_02145,cr_0030,Special Episode #2145,video,patron_only,ti_00067,2023-12-24 00:00:00,False
po_02146,cr_0030,New Tutorial #2146,video,patron_only,ti_00067,2023-12-11 00:00:00,False
po_02147,cr_0030,WIP Preview #2147,image,patron_only,ti_00066,2023-12-05 00:00:00,False
po_02148,cr_0030,WIP Preview #2148,image,patron_only,ti_00066,2023-12-16 00:00:00,False
