pledge_id,patron_id,creator_id,tier_id,pledge_amount_usd,pledge_status,is_first_pledge,started_at,ended_at,pause_started_at,churn_reason
pl_005683,pa_03986,cr_0009,ti_00019,12.99,cancelled,True,2023-10-11 00:00:00,2023-11-10 00:00:00,,voluntary
pl_005684,pa_03987,cr_0437,ti_01168,7.73,cancelled,True,2023-08-11 00:00:00,2023-09-10 00:00:00,,creator_removed
pl_005685,pa_03987,cr_0346,ti_00857,10.24,cancelled,False,2023-07-21 00:00:00,2024-03-17 00:00:00,,payment_failed
pl_005686,pa_03988,cr_0227,ti_00521,12.14,cancelled,True,2023-08-15 00:00:00,2024-07-10 00:00:00,,payment_failed
pl_005687,pa_03989,cr_0368,ti_00930,12.05,cancelled,True,2023-07-22 00:00:00,2023-08-21 00:00:00,,creator_removed
pl_005688,pa_03989,cr_0372,ti_00942,4.08,cancelled,False,2023-07-08 00:00:00,2023-09-06 00:00:00,,voluntary
pl_005689,pa_03990,cr_0123,ti_00281,14.77,cancelled,True,2023-04-25 00:00:00,2023-08-23 00:00:00,,voluntary
pl_005690,pa_03991,cr_0220,ti_00504,4.64,cancelled,True,2024-01-15 00:00:00,2024-12-10 00:00:00,,voluntary
pl_005691,pa_03991,cr_0371,ti_00940,12.72,active,False,2024-02-05 00:00:00,,,
pl_005692,pa_03992,cr_0059,ti_00135,32.07,active,True,2023-09-12 00:00:00,,,
pl_005693,pa_03993,cr_0387,ti_00991,2.81,active,True,2023-06-04 00:00:00,,,
pl_005694,pa_03994,cr_0059,ti_00133,2.12,active,True,2024-03-31 00:00:00,,,
pl_005695,pa_03995,cr_0070,ti_00159,14.06,cancelled,True,2023-05-23 00:00:00,2023-06-22 00:00:00,,voluntary
pl_005696,pa_03996,cr_0237,ti_00545,2.45,cancelled,True,2023-04-27 00:00:00,2024-05-21 00:00:00,,voluntary
pl_005697,pa_03997,cr_0297,ti_00692,3.75,cancelled,True,2023-06-02 00:00:00,2024-08-25 00:00:00,,payment_failed
pl_005698,pa_03998,cr_0426,ti_01128,4.63,cancelled,True,2023-08-03 00:00:00,2023-12-01 00:00:00,,payment_failed
pl_005699,pa_03998,cr_0455,ti_01229,4.82,cancelled,False,2023-08-04 00:00:00,2024-07-29 00:00:00,,payment_failed
pl_005700,pa_03999,cr_0194,ti_00443,4.82,cancelled,True,2023-12-25 00:00:00,2024-01-24 00:00:00,,payment_failed
pl_005701,pa_03999,cr_0327,ti_00793,7.44,cancelled,False,2023-12-29 00:00:00,2024-12-23 00:00:00,,payment_failed
pl_005702,pa_04000,cr_0236,ti_00542,2.94,cancelled,True,2023-03-05 00:00:00,2023-07-03 00:00:00,,payment_failed
pl_005703,pa_04001,cr_0425,ti_01126,12.6,cancelled,True,2023-08-18 00:00:00,2023-11-16 00:00:00,,voluntary
pl_005704,pa_04002,cr_0167,ti_00381,4.84,cancelled,True,2023-07-28 00:00:00,2023-08-27 00:00:00,,payment_failed
pl_005705,pa_04003,cr_0450,ti_01210,4.55,cancelled,True,2023-09-12 00:00:00,2024-06-08 00:00:00,,voluntary
pl_005706,pa_04004,cr_0097,ti_00218,2.48,cancelled,True,2024-01-30 00:00:00,2024-03-30 00:00:00,,payment_failed
pl_005707,pa_04004,cr_0480,ti_01331,25.69,cancelled,False,2024-02-04 00:00:00,2024-04-04 00:00:00,,creator_removed
pl_005708,pa_04004,cr_0148,ti_00336,2.45,cancelled,False,2024-02-11 00:00:00,2024-04-11 00:00:00,,voluntary
pl_005709,pa_04005,cr_0096,ti_00216,3.5,cancelled,True,2023-11-25 00:00:00,2023-12-25 00:00:00,,voluntary
pl_005710,pa_04006,cr_0123,ti_00280,2.94,cancelled,True,2023-12-04 00:00:00,2024-07-01 00:00:00,,payment_failed
pl_005711,pa_04006,cr_0422,ti_01115,4.83,active,False,2023-11-23 00:00:00,,,
pl_005712,pa_04007,cr_0059,ti_00133,2.12,cancelled,True,2023-06-11 00:00:00,2023-10-09 00:00:00,,payment_failed
pl_005713,pa_04008,cr_0211,ti_00484,12.38,cancelled,True,2023-03-17 00:00:00,2024-10-07 00:00:00,,payment_failed
pl_005714,pa_04008,cr_0131,ti_00299,13.6,cancelled,False,2023-04-01 00:00:00,2023-05-01 00:00:00,,voluntary
pl_005715,pa_04009,cr_0206,ti_00471,8.55,cancelled,True,2023-07-20 00:00:00,2023-11-17 00:00:00,,payment_failed
pl_005716,pa_04010,cr_0264,ti_00613,4.48,cancelled,True,2023-09-05 00:00:00,2023-10-05 00:00:00,,payment_failed
pl_005717,pa_04011,cr_0309,ti_00729,11.93,active,True,2023-10-03 00:00:00,,,
pl_005718,pa_04012,cr_0458,ti_01241,2.38,cancelled,True,2023-09-13 00:00:00,2023-10-13 00:00:00,,voluntary
pl_005719,pa_04013,cr_0457,ti_01238,14.05,active,True,2023-03-13 00:00:00,,,
pl_005720,pa_04014,cr_0093,ti_00209,3.77,active,True,2023-03-02 00:00:00,,,
pl_005721,pa_04014,cr_0104,ti_00235,4.97,cancelled,False,2023-03-01 00:00:00,2023-09-27 00:00:00,,voluntary
pl_005722,pa_04015,cr_0485,ti_01349,4.4,active,True,2024-01-18 00:00:00,,,
pl_005723,pa_04016,cr_0219,ti_00502,3.9,cancelled,True,2023-02-13 00:00:00,2023-10-11 00:00:00,,payment_failed
pl_005724,pa_04017,cr_0401,ti_01043,2.86,active,True,2023-08-01 00:00:00,,,
pl_005725,pa_04017,cr_0403,ti_01051,3.91,cancelled,False,2023-08-07 00:00:00,2024-08-31 00:00:00,,voluntary
pl_005726,pa_04017,cr_0023,ti_00048,3.61,active,False,2023-07-31 00:00:00,,,
pl_005727,pa_04018,cr_0411,ti_01080,14.83,cancelled,True,2023-05-03 00:00:00,2023-06-02 00:00:00,,payment_failed
pl_005728,pa_04019,cr_0096,ti_00216,3.5,cancelled,True,2023-03-15 00:00:00,2023-11-10 00:00:00,,voluntary
pl_005729,pa_04020,cr_0261,ti_00606,13.22,active,True,2023-03-08 00:00:00,,,
pl_005730,pa_04021,cr_0459,ti_01246,7.26,active,True,2023-12-04 00:00:00,,,
pl_005731,pa_04022,cr_0454,ti_01225,4.76,cancelled,True,2023-04-07 00:00:00,2023-09-04 00:00:00,,voluntary
pl_005732,pa_04023,cr_0256,ti_00594,7.84,cancelled,True,2023-06-01 00:00:00,2024-02-26 00:00:00,,payment_failed
pl_005733,pa_04024,cr_0450,ti_01212,37.46,cancelled,True,2023-04-25 00:00:00,2023-06-24 00:00:00,,payment_failed
pl_005734,pa_04025,cr_0073,ti_00164,2.19,cancelled,True,2023-02-21 00:00:00,2023-08-20 00:00:00,,voluntary
pl_005735,pa_04026,cr_0170,ti_00388,4.68,active,True,2023-03-17 00:00:00,,,
pl_005736,pa_04027,cr_0083,ti_00189,4.58,active,True,2023-06-03 00:00:00,,,
pl_005737,pa_04028,cr_0376,ti_00957,11.75,cancelled,True,2023-06-23 00:00:00,2024-09-15 00:00:00,,payment_failed
pl_005738,pa_04029,cr_0338,ti_00830,4.54,cancelled,True,2023-05-01 00:00:00,2024-02-25 00:00:00,,voluntary
pl_005739,pa_04030,cr_0001,ti_00001,2.81,cancelled,True,2023-06-07 00:00:00,2023-07-07 00:00:00,,payment_failed
pl_005740,pa_04031,cr_0341,ti_00839,2.71,cancelled,True,2023-09-01 00:00:00,2023-10-31 00:00:00,,voluntary
pl_005741,pa_04032,cr_0497,ti_01398,9.92,cancelled,True,2023-02-10 00:00:00,2023-08-09 00:00:00,,voluntary
pl_005742,pa_04033,cr_0294,ti_00685,3.0,active,True,2023-12-09 00:00:00,,,
pl_005743,pa_04034,cr_0447,ti_01202,33.82,cancelled,True,2023-12-01 00:00:00,2024-07-28 00:00:00,,voluntary
pl_005744,pa_04034,cr_0217,ti_00497,2.82,active,False,2023-12-14 00:00:00,,,
pl_005745,pa_04035,cr_0006,ti_00011,4.21,cancelled,True,2023-09-01 00:00:00,2023-10-01 00:00:00,,payment_failed
pl_005746,pa_04035,cr_0411,ti_01079,2.76,cancelled,False,2023-08-08 00:00:00,2023-09-07 00:00:00,,voluntary
pl_005747,pa_04036,cr_0483,ti_01341,4.62,cancelled,True,2024-03-30 00:00:00,2024-05-29 00:00:00,,payment_failed
pl_005748,pa_04036,cr_0324,ti_00781,4.39,cancelled,False,2024-03-25 00:00:00,2024-04-24 00:00:00,,voluntary
pl_005749,pa_04037,cr_0431,ti_01146,9.05,cancelled,True,2023-02-08 00:00:00,2023-04-09 00:00:00,,voluntary
pl_005750,pa_04037,cr_0135,ti_00307,4.57,active,False,2023-02-07 00:00:00,,,
pl_005751,pa_04038,cr_0373,ti_00947,41.1,cancelled,True,2023-04-22 00:00:00,2023-10-19 00:00:00,,voluntary
pl_005752,pa_04039,cr_0032,ti_00072,7.94,cancelled,True,2023-11-05 00:00:00,2023-12-05 00:00:00,,voluntary
pl_005753,pa_04040,cr_0055,ti_00125,12.65,active,True,2023-12-04 00:00:00,,,
pl_005754,pa_04041,cr_0247,ti_00571,3.53,cancelled,True,2023-05-01 00:00:00,2023-06-30 00:00:00,,voluntary
pl_005755,pa_04042,cr_0402,ti_01047,2.01,cancelled,True,2023-10-05 00:00:00,2023-11-04 00:00:00,,voluntary
pl_005756,pa_04043,cr_0035,ti_00080,36.07,cancelled,True,2023-09-26 00:00:00,2024-05-23 00:00:00,,creator_removed
pl_005757,pa_04044,cr_0238,ti_00548,2.62,active,True,2023-07-27 00:00:00,,,
pl_005758,pa_04045,cr_0361,ti_00903,3.16,cancelled,True,2024-04-21 00:00:00,2024-05-21 00:00:00,,voluntary
pl_005759,pa_04045,cr_0347,ti_00859,2.02,active,False,2024-04-05 00:00:00,,,
pl_005760,pa_04046,cr_0016,ti_00034,4.6,active,True,2023-03-29 00:00:00,,,
pl_005761,pa_04046,cr_0433,ti_01153,2.95,cancelled,False,2023-04-12 00:00:00,2024-03-07 00:00:00,,creator_removed
pl_005762,pa_04047,cr_0037,ti_00084,4.65,active,True,2023-03-16 00:00:00,,,
pl_005763,pa_04048,cr_0083,ti_00189,4.58,cancelled,True,2023-07-09 00:00:00,2023-09-07 00:00:00,,payment_failed
pl_005764,pa_04049,cr_0342,ti_00844,10.11,active,True,2023-09-11 00:00:00,,,
pl_005765,pa_04050,cr_0473,ti_01302,12.3,cancelled,True,2024-02-15 00:00:00,2024-03-16 00:00:00,,voluntary
pl_005766,pa_04051,cr_0436,ti_01165,7.76,cancelled,True,2024-02-10 00:00:00,2024-06-09 00:00:00,,voluntary
pl_005767,pa_04052,cr_0290,ti_00675,2.19,cancelled,True,2023-11-02 00:00:00,2023-12-02 00:00:00,,voluntary
pl_005768,pa_04053,cr_0121,ti_00277,13.25,cancelled,True,2023-12-18 00:00:00,2024-06-15 00:00:00,,voluntary
pl_005769,pa_04054,cr_0153,ti_00348,4.93,active,True,2023-04-02 00:00:00,,,
pl_005770,pa_04054,cr_0499,ti_01405,4.8,active,False,2023-04-02 00:00:00,,,
pl_005771,pa_04055,cr_0403,ti_01052,8.87,active,True,2023-04-29 00:00:00,,,
pl_005772,pa_04056,cr_0363,ti_00911,13.57,cancelled,True,2023-03-01 00:00:00,2023-07-29 00:00:00,,voluntary
pl_005773,pa_04057,cr_0287,ti_00668,3.87,active,True,2024-01-15 00:00:00,,,
pl_005774,pa_04058,cr_0265,ti_00615,2.87,cancelled,True,2023-11-22 00:00:00,2023-12-22 00:00:00,,voluntary
pl_005775,pa_04059,cr_0256,ti_00593,3.44,cancelled,True,2023-03-18 00:00:00,2023-08-15 00:00:00,,voluntary
pl_005776,pa_04059,cr_0454,ti_01225,4.76,cancelled,False,2023-02-21 00:00:00,2023-05-22 00:00:00,,voluntary
pl_005777,pa_04060,cr_0202,ti_00461,2.04,cancelled,True,2024-01-25 00:00:00,2024-02-24 00:00:00,,payment_failed
pl_005778,pa_04061,cr_0108,ti_00244,2.17,active,True,2023-10-24 00:00:00,,,
pl_005779,pa_04061,cr_0398,ti_01034,8.54,cancelled,False,2023-11-01 00:00:00,2023-12-01 00:00:00,,payment_failed
pl_005780,pa_04061,cr_0128,ti_00291,4.72,active,False,2023-10-28 00:00:00,,,
pl_005781,pa_04062,cr_0018,ti_00039,13.6,active,True,2023-10-26 00:00:00,,,
pl_005782,pa_04063,cr_0177,ti_00404,14.96,cancelled,True,2023-02-10 00:00:00,2023-03-12 00:00:00,,payment_failed
pl_005783,pa_04064,cr_0221,ti_00507,2.73,active,True,2023-05-31 00:00:00,,,
pl_005784,pa_04064,cr_0315,ti_00749,2.39,active,False,2023-05-10 00:00:00,,,
pl_005785,pa_04065,cr_0182,ti_00416,14.15,active,True,2023-06-21 00:00:00,,,
pl_005786,pa_04065,cr_0442,ti_01185,14.61,active,False,2023-06-29 00:00:00,,,
pl_005787,pa_04066,cr_0158,ti_00360,4.03,cancelled,True,2023-04-13 00:00:00,2023-05-13 00:00:00,,voluntary
pl_005788,pa_04067,cr_0367,ti_00926,4.61,active,True,2023-08-19 00:00:00,,,
pl_005789,pa_04068,cr_0060,ti_00136,3.91,active,True,2024-05-22 00:00:00,,,
pl_005790,pa_04068,cr_0314,ti_00746,11.65,active,False,2024-05-18 00:00:00,,,
pl_005791,pa_04069,cr_0154,ti_00351,3.28,cancelled,True,2023-10-12 00:00:00,2024-06-08 00:00:00,,voluntary
pl_005792,pa_04070,cr_0165,ti_00377,4.4,active,True,2023-06-12 00:00:00,,,
pl_005793,pa_04070,cr_0248,ti_00575,8.14,cancelled,False,2023-06-03 00:00:00,2023-12-30 00:00:00,,voluntary
pl_005794,pa_04071,cr_0401,ti_01043,2.86,cancelled,True,2023-10-03 00:00:00,2024-07-29 00:00:00,,payment_failed
pl_005795,pa_04072,cr_0019,ti_00040,2.9,cancelled,True,2024-02-08 00:00:00,2024-03-09 00:00:00,,creator_removed
pl_005796,pa_04073,cr_0165,ti_00378,8.21,cancelled,True,2023-04-07 00:00:00,2023-11-03 00:00:00,,payment_failed
pl_005797,pa_04073,cr_0114,ti_00259,2.76,active,False,2023-03-17 00:00:00,,,
pl_005798,pa_04074,cr_0181,ti_00414,12.22,cancelled,True,2023-06-25 00:00:00,2023-09-23 00:00:00,,payment_failed
pl_005799,pa_04074,cr_0158,ti_00360,4.03,cancelled,False,2023-07-13 00:00:00,2023-08-12 00:00:00,,payment_failed
pl_005800,pa_04075,cr_0334,ti_00817,4.46,cancelled,True,2023-02-26 00:00:00,2023-05-27 00:00:00,,voluntary
pl_005801,pa_04075,cr_0230,ti_00527,3.31,cancelled,False,2023-03-18 00:00:00,2023-06-16 00:00:00,,voluntary
pl_005802,pa_04076,cr_0478,ti_01322,13.46,cancelled,True,2023-09-10 00:00:00,2023-11-09 00:00:00,,creator_removed
pl_005803,pa_04076,cr_0123,ti_00280,2.94,active,False,2023-09-08 00:00:00,,,
pl_005804,pa_04077,cr_0072,ti_00162,2.65,cancelled,True,2023-11-29 00:00:00,2023-12-29 00:00:00,,voluntary
pl_005805,pa_04078,cr_0325,ti_00786,30.79,cancelled,True,2023-07-08 00:00:00,2024-08-31 00:00:00,,payment_failed
pl_005806,pa_04079,cr_0331,ti_00808,2.87,cancelled,True,2023-07-16 00:00:00,2024-08-09 00:00:00,,payment_failed
pl_005807,pa_04080,cr_0411,ti_01080,14.83,cancelled,True,2023-05-04 00:00:00,2023-06-03 00:00:00,,voluntary
pl_005808,pa_04081,cr_0286,ti_00666,4.62,cancelled,True,2023-10-13 00:00:00,2024-04-10 00:00:00,,voluntary
pl_005809,pa_04082,cr_0150,ti_00342,7.89,cancelled,True,2023-07-19 00:00:00,2024-08-12 00:00:00,,voluntary
pl_005810,pa_04082,cr_0283,ti_00659,4.22,cancelled,False,2023-07-04 00:00:00,2024-02-29 00:00:00,,voluntary
pl_005811,pa_04083,cr_0336,ti_00823,4.81,active,True,2023-07-23 00:00:00,,,
pl_005812,pa_04084,cr_0279,ti_00650,10.03,cancelled,True,2023-04-10 00:00:00,2023-05-10 00:00:00,,voluntary
pl_005813,pa_04084,cr_0429,ti_01139,7.42,active,False,2023-04-06 00:00:00,,,
pl_005814,pa_04085,cr_0090,ti_00204,11.99,active,True,2023-11-24 00:00:00,,,
pl_005815,pa_04086,cr_0122,ti_00278,4.04,cancelled,True,2023-07-09 00:00:00,2024-01-05 00:00:00,,voluntary
pl_005816,pa_04087,cr_0335,ti_00820,2.35,cancelled,True,2023-04-28 00:00:00,2023-05-28 00:00:00,,voluntary
pl_005817,pa_04088,cr_0330,ti_00804,2.85,active,True,2024-02-25 00:00:00,,,
pl_005818,pa_04089,cr_0374,ti_00948,3.49,cancelled,True,2023-12-06 00:00:00,2024-04-04 00:00:00,,voluntary
pl_005819,pa_04090,cr_0144,ti_00328,2.49,active,True,2023-04-01 00:00:00,,,
pl_005820,pa_04091,cr_0294,ti_00686,8.11,active,True,2023-05-09 00:00:00,,,
pl_005821,pa_04092,cr_0206,ti_00470,4.86,cancelled,True,2023-12-19 00:00:00,2024-11-13 00:00:00,,payment_failed
pl_005822,pa_04093,cr_0162,ti_00370,2.78,cancelled,True,2023-05-19 00:00:00,2023-06-18 00:00:00,,payment_failed
pl_005823,pa_04093,cr_0475,ti_01309,2.35,active,False,2023-06-06 00:00:00,,,
pl_005824,pa_04094,cr_0206,ti_00472,21.86,cancelled,True,2023-12-13 00:00:00,2024-05-11 00:00:00,,voluntary
pl_005825,pa_04095,cr_0117,ti_00266,4.95,cancelled,True,2023-03-27 00:00:00,2023-04-26 00:00:00,,payment_failed
pl_005826,pa_04095,cr_0071,ti_00161,13.4,cancelled,False,2023-04-04 00:00:00,2023-11-30 00:00:00,,voluntary
pl_005827,pa_04095,cr_0493,ti_01382,11.16,cancelled,False,2023-04-02 00:00:00,2023-09-29 00:00:00,,voluntary
pl_005828,pa_04096,cr_0063,ti_00142,3.78,cancelled,True,2023-09-27 00:00:00,2024-02-24 00:00:00,,voluntary
pl_005829,pa_04097,cr_0377,ti_00959,2.01,cancelled,True,2023-10-25 00:00:00,2024-01-23 00:00:00,,payment_failed
pl_005830,pa_04097,cr_0343,ti_00846,2.37,active,False,2023-11-06 00:00:00,,,
pl_005831,pa_04097,cr_0388,ti_00995,2.41,cancelled,False,2023-11-05 00:00:00,2023-12-05 00:00:00,,voluntary
pl_005832,pa_04097,cr_0085,ti_00193,3.47,cancelled,False,2023-11-03 00:00:00,2024-02-01 00:00:00,,payment_failed
pl_005833,pa_04098,cr_0247,ti_00572,13.34,active,True,2023-01-16 00:00:00,,,
pl_005834,pa_04098,cr_0113,ti_00257,3.97,cancelled,False,2023-02-11 00:00:00,2023-03-13 00:00:00,,voluntary
pl_005835,pa_04099,cr_0369,ti_00933,11.66,cancelled,True,2024-01-18 00:00:00,2024-02-17 00:00:00,,voluntary
pl_005836,pa_04100,cr_0010,ti_00020,4.45,cancelled,True,2023-04-08 00:00:00,2024-10-29 00:00:00,,payment_failed
pl_005837,pa_04101,cr_0103,ti_00232,2.83,cancelled,True,2023-11-06 00:00:00,2023-12-06 00:00:00,,voluntary
pl_005838,pa_04102,cr_0340,ti_00838,41.16,cancelled,True,2023-12-02 00:00:00,2024-01-31 00:00:00,,creator_removed
pl_005839,pa_04102,cr_0428,ti_01135,4.77,cancelled,False,2023-11-15 00:00:00,2024-10-10 00:00:00,,voluntary
pl_005840,pa_04103,cr_0229,ti_00525,11.58,cancelled,True,2023-03-17 00:00:00,2023-07-15 00:00:00,,payment_failed
pl_005841,pa_04104,cr_0256,ti_00593,3.44,cancelled,True,2023-07-10 00:00:00,2023-08-09 00:00:00,,payment_failed
pl_005842,pa_04105,cr_0384,ti_00982,4.82,active,True,2023-02-26 00:00:00,,,
pl_005843,pa_04106,cr_0386,ti_00989,14.84,cancelled,True,2023-03-21 00:00:00,2023-05-20 00:00:00,,voluntary
pl_005844,pa_04107,cr_0337,ti_00828,11.27,cancelled,True,2023-11-29 00:00:00,2024-06-26 00:00:00,,payment_failed
pl_005845,pa_04108,cr_0410,ti_01077,11.86,active,True,2023-08-23 00:00:00,,,
pl_005846,pa_04108,cr_0030,ti_00067,10.32,cancelled,False,2023-09-03 00:00:00,2024-03-31 00:00:00,,voluntary
pl_005847,pa_04109,cr_0319,ti_00763,3.46,cancelled,True,2023-09-19 00:00:00,2023-10-19 00:00:00,,voluntary
pl_005848,pa_04110,cr_0319,ti_00763,3.46,cancelled,True,2023-04-08 00:00:00,2023-11-04 00:00:00,,payment_failed
pl_005849,pa_04111,cr_0368,ti_00929,2.58,cancelled,True,2023-05-15 00:00:00,2023-06-14 00:00:00,,voluntary
pl_005850,pa_04112,cr_0269,ti_00625,3.45,active,True,2023-04-26 00:00:00,,,
pl_005851,pa_04112,cr_0498,ti_01401,2.95,cancelled,False,2023-05-08 00:00:00,2023-12-04 00:00:00,,voluntary
pl_005852,pa_04112,cr_0411,ti_01080,14.83,active,False,2023-04-29 00:00:00,,,
pl_005853,pa_04113,cr_0270,ti_00627,4.41,cancelled,True,2023-06-26 00:00:00,2023-09-24 00:00:00,,voluntary
pl_005854,pa_04114,cr_0179,ti_00409,9.38,cancelled,True,2023-07-07 00:00:00,2024-07-31 00:00:00,,voluntary
pl_005855,pa_04114,cr_0323,ti_00778,9.95,active,False,2023-07-31 00:00:00,,,
pl_005856,pa_04114,cr_0402,ti_01047,2.01,active,False,2023-07-24 00:00:00,,,
pl_005857,pa_04115,cr_0289,ti_00672,4.96,active,True,2023-08-19 00:00:00,,,
pl_005858,pa_04115,cr_0118,ti_00269,3.37,cancelled,False,2023-08-19 00:00:00,2023-09-18 00:00:00,,voluntary
pl_005859,pa_04116,cr_0195,ti_00445,4.49,cancelled,True,2023-10-08 00:00:00,2023-12-07 00:00:00,,voluntary
pl_005860,pa_04116,cr_0243,ti_00562,23.6,cancelled,False,2023-09-14 00:00:00,2023-10-14 00:00:00,,payment_failed
pl_005861,pa_04117,cr_0020,ti_00042,4.29,cancelled,True,2023-08-16 00:00:00,2024-05-12 00:00:00,,voluntary
pl_005862,pa_04118,cr_0393,ti_01014,2.09,cancelled,True,2023-05-19 00:00:00,2023-06-18 00:00:00,,payment_failed
pl_005863,pa_04119,cr_0154,ti_00351,3.28,cancelled,True,2023-06-06 00:00:00,2023-11-03 00:00:00,,voluntary
pl_005864,pa_04120,cr_0369,ti_00932,3.75,cancelled,True,2023-04-05 00:00:00,2024-01-30 00:00:00,,payment_failed
pl_005865,pa_04121,cr_0481,ti_01333,2.96,active,True,2023-11-14 00:00:00,,,
pl_005866,pa_04122,cr_0495,ti_01389,2.95,cancelled,True,2023-04-12 00:00:00,2023-10-09 00:00:00,,voluntary
pl_005867,pa_04123,cr_0073,ti_00164,2.19,cancelled,True,2023-05-27 00:00:00,2023-06-26 00:00:00,,voluntary
pl_005868,pa_04124,cr_0008,ti_00017,14.82,cancelled,True,2024-02-11 00:00:00,2024-04-11 00:00:00,,payment_failed
pl_005869,pa_04125,cr_0226,ti_00518,8.4,cancelled,True,2023-02-17 00:00:00,2023-10-15 00:00:00,,payment_failed
pl_005870,pa_04126,cr_0042,ti_00096,7.04,cancelled,True,2023-07-22 00:00:00,2023-10-20 00:00:00,,payment_failed
pl_005871,pa_04126,cr_0427,ti_01131,3.74,active,False,2023-07-04 00:00:00,,,
pl_005872,pa_04127,cr_0104,ti_00235,4.97,active,True,2023-10-11 00:00:00,,,
pl_005873,pa_04127,cr_0256,ti_00594,7.84,cancelled,False,2023-10-04 00:00:00,2023-11-03 00:00:00,,payment_failed
pl_005874,pa_04128,cr_0391,ti_01006,4.2,cancelled,True,2023-11-14 00:00:00,2023-12-14 00:00:00,,payment_failed
pl_005875,pa_04129,cr_0169,ti_00386,4.44,cancelled,True,2023-06-09 00:00:00,2024-02-04 00:00:00,,payment_failed
pl_005876,pa_04130,cr_0157,ti_00357,3.81,active,True,2023-05-02 00:00:00,,,
pl_005877,pa_04130,cr_0440,ti_01178,12.22,cancelled,False,2023-05-15 00:00:00,2023-08-13 00:00:00,,voluntary
pl_005878,pa_04130,cr_0403,ti_01051,3.91,cancelled,False,2023-05-02 00:00:00,2023-07-31 00:00:00,,payment_failed
pl_005879,pa_04130,cr_0138,ti_00315,14.18,cancelled,False,2023-05-23 00:00:00,2023-08-21 00:00:00,,creator_removed
pl_005880,pa_04131,cr_0489,ti_01365,4.88,cancelled,True,2023-08-07 00:00:00,2023-09-06 00:00:00,,voluntary
pl_005881,pa_04131,cr_0444,ti_01192,28.08,cancelled,False,2023-08-29 00:00:00,2024-06-24 00:00:00,,voluntary
pl_005882,pa_04132,cr_0182,ti_00415,3.63,cancelled,True,2023-06-01 00:00:00,2023-11-28 00:00:00,,creator_removed
pl_005883,pa_04133,cr_0027,ti_00058,2.54,cancelled,True,2023-05-26 00:00:00,2024-01-21 00:00:00,,creator_removed
pl_005884,pa_04134,cr_0385,ti_00985,2.01,cancelled,True,2023-09-25 00:00:00,2024-06-21 00:00:00,,payment_failed
pl_005885,pa_04134,cr_0295,ti_00687,4.82,cancelled,False,2023-10-07 00:00:00,2023-11-06 00:00:00,,voluntary
pl_005886,pa_04134,cr_0247,ti_00571,3.53,active,False,2023-09-16 00:00:00,,,
pl_005887,pa_04135,cr_0242,ti_00557,2.91,cancelled,True,2023-06-12 00:00:00,2023-07-12 00:00:00,,voluntary
pl_005888,pa_04136,cr_0084,ti_00191,4.71,cancelled,True,2023-03-11 00:00:00,2023-06-09 00:00:00,,payment_failed
pl_005889,pa_04137,cr_0069,ti_00157,12.62,cancelled,True,2023-11-26 00:00:00,2024-02-24 00:00:00,,payment_failed
pl_005890,pa_04138,cr_0443,ti_01189,43.34,cancelled,True,2023-11-08 00:00:00,2023-12-08 00:00:00,,voluntary
pl_005891,pa_04139,cr_0332,ti_00813,48.36,cancelled,True,2023-03-25 00:00:00,2023-07-23 00:00:00,,payment_failed
pl_005892,pa_04139,cr_0060,ti_00136,3.91,cancelled,False,2023-04-09 00:00:00,2024-08-01 00:00:00,,payment_failed
pl_005893,pa_04140,cr_0410,ti_01076,4.58,active,True,2024-01-24 00:00:00,,,
pl_005894,pa_04141,cr_0317,ti_00758,7.28,cancelled,True,2023-03-21 00:00:00,2023-09-17 00:00:00,,voluntary
pl_005895,pa_04142,cr_0099,ti_00225,13.85,cancelled,True,2023-03-08 00:00:00,2023-04-07 00:00:00,,payment_failed
pl_005896,pa_04142,cr_0492,ti_01378,10.72,cancelled,False,2023-03-24 00:00:00,2023-04-23 00:00:00,,voluntary
pl_005897,pa_04142,cr_0276,ti_00642,2.21,cancelled,False,2023-03-26 00:00:00,2023-04-25 00:00:00,,voluntary
pl_005898,pa_04143,cr_0235,ti_00540,4.58,cancelled,True,2023-03-07 00:00:00,2023-04-06 00:00:00,,voluntary
pl_005899,pa_04144,cr_0437,ti_01167,2.56,cancelled,True,2023-10-04 00:00:00,2024-01-02 00:00:00,,creator_removed
pl_005900,pa_04145,cr_0497,ti_01397,3.74,active,True,2023-05-12 00:00:00,,,
pl_005901,pa_04145,cr_0385,ti_00985,2.01,active,False,2023-05-22 00:00:00,,,
pl_005902,pa_04146,cr_0066,ti_00150,8.36,cancelled,True,2023-08-22 00:00:00,2024-02-18 00:00:00,,payment_failed
pl_005903,pa_04147,cr_0295,ti_00687,4.82,cancelled,True,2023-04-26 00:00:00,2023-12-22 00:00:00,,voluntary
pl_005904,pa_04147,cr_0448,ti_01205,12.58,active,False,2023-04-25 00:00:00,,,
pl_005905,pa_04148,cr_0335,ti_00820,2.35,cancelled,True,2023-03-25 00:00:00,2023-04-24 00:00:00,,voluntary
pl_005906,pa_04148,cr_0315,ti_00751,29.03,cancelled,False,2023-04-04 00:00:00,2023-05-04 00:00:00,,voluntary
pl_005907,pa_04149,cr_0140,ti_00318,2.7,active,True,2023-09-07 00:00:00,,,
