tier_id,creator_id,tier_name,tier_rank,price_usd,description,is_active,created_at,archived_at
ti_00262,cr_0115,Premium,2,11.76,Premium tier - Access to exclusive content,True,2022-06-08 00:00:00,
ti_00263,cr_0115,Hero,3,38.51,Hero tier - Access to exclusive content,True,2022-06-08 00:00:00,
ti_00264,cr_0116,Reader,1,4.62,Reader tier - Access to exclusive content,True,2021-05-13 00:00:00,
ti_00265,cr_0116,Member,2,12.99,Member tier - Access to exclusive content,True,2021-05-15 00:00:00,
ti_00266,cr_0117,Supporter,1,4.95,Supporter tier - Access to exclusive content,True,2021-08-15 00:00:00,
ti_00267,cr_0117,Member,2,14.76,Member tier - Access to exclusive content,True,2021-08-15 00:00:00,
ti_00268,cr_0117,Patron,3,24.33,Patron tier - Access to exclusive content,True,2021-08-09 00:00:00,
ti_00269,cr_0118,Reader,1,3.37,Reader tier - Access to exclusive content,True,2022-07-11 00:00:00,
ti_00270,cr_0118,Premium,2,11.6,Premium tier - Access to exclusive content,True,2022-07-11 00:00:00,
ti_00271,cr_0119,Supporter,1,4.69,Supporter tier - Access to exclusive content,True,2021-06-15 00:00:00,
ti_00272,cr_0119,Member,2,10.82,Member tier - Access to exclusive content,True,2021-06-15 00:00:00,
ti_00273,cr_0120,Fan,1,2.98,Fan tier - Access to exclusive content,True,2021-07-14 00:00:00,
ti_00274,cr_0120,Premium,2,7.68,Premium tier - Access to exclusive content,True,2021-07-15 00:00:00,
ti_00275,cr_0120,Hero,3,47.39,Hero tier - Access to exclusive content,True,2021-07-15 00:00:00,
ti_00276,cr_0121,Reader,1,2.42,Reader tier - Access to exclusive content,True,2022-02-07 00:00:00,
ti_00277,cr_0121,Member,2,13.25,Member tier - Access to exclusive content,True,2022-02-07 00:00:00,
ti_00278,cr_0122,Fan,1,4.04,Fan tier - Access to exclusive content,True,2022-06-05 00:00:00,
ti_00279,cr_0122,Plus,2,10.37,Plus tier - Access to exclusive content,True,2022-06-06 00:00:00,
ti_00280,cr_0123,Listener,1,2.94,Listener tier - Access to exclusive content,True,2021-01-12 00:00:00,
ti_00281,cr_0123,Premium,2,14.77,Premium tier - Access to exclusive content,True,2021-01-11 00:00:00,
ti_00282,cr_0123,Benefactor,3,41.44,Benefactor tier - Access to exclusive content,True,2021-01-17 00:00:00,
ti_00283,cr_0124,Listener,1,2.35,Listener tier - Access to exclusive content,True,2022-01-12 00:00:00,
ti_00284,cr_0124,VIP,2,14.51,VIP tier - Access to exclusive content,True,2022-01-08 00:00:00,
ti_00285,cr_0125,Viewer,1,3.06,Viewer tier - Access to exclusive content,True,2022-04-08 00:00:00,
ti_00286,cr_0125,VIP,2,10.23,VIP tier - Access to exclusive content,True,2022-04-10 00:00:00,
ti_00287,cr_0126,Fan,1,4.7,Fan tier - Access to exclusive content,True,2021-05-11 00:00:00,
ti_00288,cr_0126,VIP,2,10.55,VIP tier - Access to exclusive content,True,2021-05-15 00:00:00,
ti_00289,cr_0127,Reader,1,3.61,Reader tier - Access to exclusive content,True,2021-05-17 00:00:00,
ti_00290,cr_0127,VIP,2,10.16,VIP tier - Access to exclusive content,True,2021-05-13 00:00:00,
ti_00291,cr_0128,Viewer,1,4.72,Viewer tier - Access to exclusive content,True,2021-09-12 00:00:00,
ti_00292,cr_0128,Member,2,8.76,Member tier - Access to exclusive content,True,2021-09-09 00:00:00,
ti_00293,cr_0129,Listener,1,2.69,Listener tier - Access to exclusive content,True,2021-05-17 00:00:00,
ti_00294,cr_0129,Member,2,14.66,Member tier - Access to exclusive content,True,2021-05-12 00:00:00,
ti_00295,cr_0130,Listener,1,4.8,Listener tier - Access to exclusive content,True,2022-07-11 00:00:00,
ti_00296,cr_0130,Premium,2,12.08,Premium tier - Access to exclusive content,True,2022-07-07 00:00:00,
ti_00297,cr_0130,Champion,3,22.74,Champion tier - Access to exclusive content,True,2022-07-06 00:00:00,
ti_00298,cr_0131,Viewer,1,3.29,Viewer tier - Access to exclusive content,True,2022-03-08 00:00:00,
ti_00299,cr_0131,Member,2,13.6,Member tier - Access to exclusive content,True,2022-03-13 00:00:00,
ti_00300,cr_0132,Fan,1,3.62,Fan tier - Access to exclusive content,True,2021-06-14 00:00:00,
ti_00301,cr_0132,VIP,2,10.45,VIP tier - Access to exclusive content,True,2021-06-14 00:00:00,
ti_00302,cr_0132,Champion,3,47.45,Champion tier - Access to exclusive content,True,2021-06-11 00:00:00,
ti_00303,cr_0133,Supporter,1,3.64,Supporter tier - Access to exclusive content,True,2021-06-14 00:00:00,
ti_00304,cr_0133,Insider,2,14.21,Insider tier - Access to exclusive content,True,2021-06-16 00:00:00,
ti_00305,cr_0134,Supporter,1,2.02,Supporter tier - Access to exclusive content,True,2021-05-14 00:00:00,
ti_00306,cr_0134,Premium,2,9.59,Premium tier - Access to exclusive content,True,2021-05-11 00:00:00,
ti_00307,cr_0135,Listener,1,4.57,Listener tier - Access to exclusive content,True,2021-11-12 00:00:00,
ti_00308,cr_0135,Insider,2,8.06,Insider tier - Access to exclusive content,True,2021-11-11 00:00:00,
ti_00309,cr_0136,Viewer,1,2.08,Viewer tier - Access to exclusive content,True,2022-06-08 00:00:00,
ti_00310,cr_0136,Premium,2,12.28,Premium tier - Access to exclusive content,True,2022-06-06 00:00:00,
ti_00311,cr_0136,Elite,3,23.61,Elite tier - Access to exclusive content,True,2022-06-05 00:00:00,
ti_00312,cr_0137,Reader,1,3.87,Reader tier - Access to exclusive content,True,2022-01-12 00:00:00,
ti_00313,cr_0137,Premium,2,10.98,Premium tier - Access to exclusive content,True,2022-01-09 00:00:00,
ti_00314,cr_0138,Supporter,1,3.7,Supporter tier - Access to exclusive content,True,2021-02-11 00:00:00,
ti_00315,cr_0138,Premium,2,14.18,Premium tier - Access to exclusive content,True,2021-02-15 00:00:00,
ti_00316,cr_0139,Supporter,1,2.3,Supporter tier - Access to exclusive content,True,2021-12-07 00:00:00,
ti_00317,cr_0139,VIP,2,12.29,VIP tier - Access to exclusive content,True,2021-12-08 00:00:00,
ti_00318,cr_0140,Reader,1,2.7,Reader tier - Access to exclusive content,True,2021-01-15 00:00:00,
ti_00319,cr_0140,Premium,2,14.59,Premium tier - Access to exclusive content,True,2021-01-16 00:00:00,
ti_00320,cr_0141,Fan,1,4.78,Fan tier - Access to exclusive content,True,2021-01-12 00:00:00,
ti_00321,cr_0141,Insider,2,7.4,Insider tier - Access to exclusive content,True,2021-01-11 00:00:00,
ti_00322,cr_0141,Hero,3,20.29,Hero tier - Access to exclusive content,True,2021-01-15 00:00:00,
ti_00323,cr_0142,Supporter,1,4.84,Supporter tier - Access to exclusive content,True,2022-04-09 00:00:00,
ti_00324,cr_0142,Plus,2,9.51,Plus tier - Access to exclusive content,True,2022-04-09 00:00:00,
ti_00325,cr_0142,Patron,3,30.92,Patron tier - Access to exclusive content,True,2022-04-12 00:00:00,
ti_00326,cr_0143,Listener,1,2.19,Listener tier - Access to exclusive content,True,2021-06-12 00:00:00,
ti_00327,cr_0143,VIP,2,11.53,VIP tier - Access to exclusive content,True,2021-06-13 00:00:00,
ti_00328,cr_0144,Reader,1,2.49,Reader tier - Access to exclusive content,True,2021-12-07 00:00:00,
ti_00329,cr_0144,Member,2,8.81,Member tier - Access to exclusive content,True,2021-12-11 00:00:00,
ti_00330,cr_0145,Reader,1,2.58,Reader tier - Access to exclusive content,True,2021-05-17 00:00:00,
ti_00331,cr_0145,Plus,2,13.97,Plus tier - Access to exclusive content,True,2021-05-17 00:00:00,
ti_00332,cr_0146,Reader,1,3.48,Reader tier - Access to exclusive content,True,2021-06-14 00:00:00,
ti_00333,cr_0146,VIP,2,9.68,VIP tier - Access to exclusive content,True,2021-06-16 00:00:00,
ti_00334,cr_0147,Fan,1,2.48,Fan tier - Access to exclusive content,True,2021-04-15 00:00:00,
ti_00335,cr_0147,Insider,2,13.44,Insider tier - Access to exclusive content,True,2021-04-17 00:00:00,
ti_00336,cr_0148,Viewer,1,2.45,Viewer tier - Access to exclusive content,True,2021-01-12 00:00:00,
ti_00337,cr_0148,Plus,2,10.27,Plus tier - Access to exclusive content,True,2021-01-15 00:00:00,
ti_00338,cr_0149,Listener,1,3.75,Listener tier - Access to exclusive content,True,2021-10-14 00:00:00,
ti_00339,cr_0149,Insider,2,13.42,Insider tier - Access to exclusive content,True,2021-10-13 00:00:00,
ti_00340,cr_0149,Patron,3,49.28,Patron tier - Access to exclusive content,True,2021-10-13 00:00:00,
ti_00341,cr_0150,Supporter,1,2.94,Supporter tier - Access to exclusive content,True,2021-11-13 00:00:00,
ti_00342,cr_0150,VIP,2,7.89,VIP tier - Access to exclusive content,True,2021-11-13 00:00:00,
ti_00343,cr_0151,Viewer,1,2.42,Viewer tier - Access to exclusive content,True,2021-10-09 00:00:00,
ti_00344,cr_0151,VIP,2,10.18,VIP tier - Access to exclusive content,True,2021-10-14 00:00:00,
ti_00345,cr_0151,Benefactor,3,42.14,Benefactor tier - Access to exclusive content,True,2021-10-13 00:00:00,
ti_00346,cr_0152,Fan,1,2.81,Fan tier - Access to exclusive content,True,2021-06-14 00:00:00,
ti_00347,cr_0152,Plus,2,14.94,Plus tier - Access to exclusive content,True,2021-06-16 00:00:00,
ti_00348,cr_0153,Listener,1,4.93,Listener tier - Access to exclusive content,True,2021-06-10 00:00:00,
ti_00349,cr_0153,Insider,2,11.06,Insider tier - Access to exclusive content,True,2021-06-16 00:00:00,
ti_00350,cr_0153,Champion,3,34.03,Champion tier - Access to exclusive content,True,2021-06-12 00:00:00,
ti_00351,cr_0154,Viewer,1,3.28,Viewer tier - Access to exclusive content,True,2021-02-10 00:00:00,
ti_00352,cr_0154,Member,2,11.01,Member tier - Access to exclusive content,True,2021-02-16 00:00:00,
ti_00353,cr_0155,Reader,1,4.47,Reader tier - Access to exclusive content,True,2021-08-12 00:00:00,
ti_00354,cr_0155,Plus,2,11.83,Plus tier - Access to exclusive content,True,2021-08-12 00:00:00,
ti_00355,cr_0156,Viewer,1,4.67,Viewer tier - Access to exclusive content,True,2021-12-07 00:00:00,
ti_00356,cr_0156,Member,2,12.22,Member tier - Access to exclusive content,True,2021-12-08 00:00:00,
ti_00357,cr_0157,Viewer,1,3.81,Viewer tier - Access to exclusive content,True,2021-06-13 00:00:00,
ti_00358,cr_0157,Insider,2,7.49,Insider tier - Access to exclusive content,True,2021-06-11 00:00:00,
ti_00359,cr_0157,Benefactor,3,40.22,Benefactor tier - Access to exclusive content,True,2021-06-12 00:00:00,
ti_00360,cr_0158,Supporter,1,4.03,Supporter tier - Access to exclusive content,True,2021-09-13 00:00:00,
ti_00361,cr_0158,Plus,2,11.83,Plus tier - Access to exclusive content,True,2021-09-11 00:00:00,
ti_00362,cr_0159,Viewer,1,3.13,Viewer tier - Access to exclusive content,True,2022-06-05 00:00:00,
ti_00363,cr_0159,Plus,2,7.15,Plus tier - Access to exclusive content,True,2022-06-08 00:00:00,
ti_00364,cr_0160,Supporter,1,2.97,Supporter tier - Access to exclusive content,True,2021-05-16 00:00:00,
ti_00365,cr_0160,Member,2,8.75,Member tier - Access to exclusive content,True,2021-05-16 00:00:00,
ti_00366,cr_0160,Elite,3,23.93,Elite tier - Access to exclusive content,True,2021-05-14 00:00:00,
ti_00367,cr_0161,Fan,1,2.34,Fan tier - Access to exclusive content,True,2022-06-06 00:00:00,
ti_00368,cr_0161,VIP,2,11.75,VIP tier - Access to exclusive content,True,2022-06-05 00:00:00,
ti_00369,cr_0161,Elite,3,33.96,Elite tier - Access to exclusive content,True,2022-06-06 00:00:00,
ti_00370,cr_0162,Viewer,1,2.78,Viewer tier - Access to exclusive content,True,2021-09-14 00:00:00,
ti_00371,cr_0162,Premium,2,12.05,Premium tier - Access to exclusive content,True,2021-09-10 00:00:00,
ti_00372,cr_0163,Listener,1,2.52,Listener tier - Access to exclusive content,True,2021-01-12 00:00:00,
ti_00373,cr_0163,Plus,2,12.31,Plus tier - Access to exclusive content,True,2021-01-15 00:00:00,
ti_00374,cr_0164,Viewer,1,3.78,Viewer tier - Access to exclusive content,True,2021-03-16 00:00:00,
ti_00375,cr_0164,Member,2,7.2,Member tier - Access to exclusive content,True,2021-03-13 00:00:00,
ti_00376,cr_0164,Benefactor,3,36.4,Benefactor tier - Access to exclusive content,True,2021-03-13 00:00:00,
ti_00377,cr_0165,Fan,1,4.4,Fan tier - Access to exclusive content,True,2021-12-10 00:00:00,
ti_00378,cr_0165,VIP,2,8.21,VIP tier - Access to exclusive content,True,2021-12-11 00:00:00,
ti_00379,cr_0166,Reader,1,3.58,Reader tier - Access to exclusive content,True,2021-08-12 00:00:00,
ti_00380,cr_0166,Premium,2,11.84,Premium tier - Access to exclusive content,True,2021-08-13 00:00:00,
ti_00381,cr_0167,Listener,1,4.84,Listener tier - Access to exclusive content,True,2022-01-12 00:00:00,
ti_00382,cr_0167,Insider,2,7.01,Insider tier - Access to exclusive content,True,2022-01-08 00:00:00,
ti_00383,cr_0168,Listener,1,2.98,Listener tier - Access to exclusive content,True,2021-02-15 00:00:00,
ti_00384,cr_0168,VIP,2,10.54,VIP tier - Access to exclusive content,True,2021-02-10 00:00:00,
ti_00385,cr_0168,Benefactor,3,39.95,Benefactor tier - Access to exclusive content,True,2021-02-16 00:00:00,
ti_00386,cr_0169,Supporter,1,4.44,Supporter tier - Access to exclusive content,True,2022-05-06 00:00:00,
ti_00387,cr_0169,VIP,2,10.69,VIP tier - Access to exclusive content,True,2022-05-07 00:00:00,
ti_00388,cr_0170,Listener,1,4.68,Listener tier - Access to exclusive content,True,2021-05-16 00:00:00,
ti_00389,cr_0170,Premium,2,7.95,Premium tier - Access to exclusive content,True,2021-05-15 00:00:00,
ti_00390,cr_0171,Listener,1,3.07,Listener tier - Access to exclusive content,True,2021-07-15 00:00:00,
ti_00391,cr_0171,Member,2,7.1,Member tier - Access to exclusive content,True,2021-07-12 00:00:00,
ti_00392,cr_0171,Benefactor,3,44.71,Benefactor tier - Access to exclusive content,True,2021-07-10 00:00:00,
ti_00393,cr_0172,Fan,1,4.44,Fan tier - Access to exclusive content,True,2021-07-14 00:00:00,
ti_00394,cr_0172,Insider,2,14.91,Insider tier - Access to exclusive content,True,2021-07-10 00:00:00,
ti_00395,cr_0173,Viewer,1,3.44,Viewer tier - Access to exclusive content,True,2021-03-18 00:00:00,
ti_00396,cr_0173,Insider,2,7.65,Insider tier - Access to exclusive content,True,2021-03-16 00:00:00,
ti_00397,cr_0174,Viewer,1,2.2,Viewer tier - Access to exclusive content,True,2022-01-11 00:00:00,
ti_00398,cr_0174,Plus,2,10.71,Plus tier - Access to exclusive content,True,2022-01-10 00:00:00,
ti_00399,cr_0175,Reader,1,3.21,Reader tier - Access to exclusive content,True,2021-02-13 00:00:00,
ti_00400,cr_0175,Member,2,12.46,Member tier - Access to exclusive content,True,2021-02-12 00:00:00,
ti_00401,cr_0176,Reader,1,4.22,Reader tier - Access to exclusive content,True,2021-11-09 00:00:00,
ti_00402,cr_0176,VIP,2,7.96,VIP tier - Access to exclusive content,True,2021-11-11 00:00:00,
ti_00403,cr_0177,Listener,1,4.41,Listener tier - Access to exclusive content,True,2021-09-13 00:00:00,
ti_00404,cr_0177,Insider,2,14.96,Insider tier - Access to exclusive content,True,2021-09-12 00:00:00,
ti_00405,cr_0178,Supporter,1,4.02,Supporter tier - Access to exclusive content,True,2022-01-11 00:00:00,
ti_00406,cr_0178,Member,2,9.46,Member tier - Access to exclusive content,True,2022-01-10 00:00:00,
ti_00407,cr_0178,Hero,3,45.5,Hero tier - Access to exclusive content,True,2022-01-09 00:00:00,
ti_00408,cr_0179,Listener,1,3.57,Listener tier - Access to exclusive content,True,2021-07-11 00:00:00,
ti_00409,cr_0179,Member,2,9.38,Member tier - Access to exclusive content,True,2021-07-13 00:00:00,
ti_00410,cr_0180,Listener,1,3.96,Listener tier - Access to exclusive content,True,2022-02-08 00:00:00,
ti_00411,cr_0180,Insider,2,10.79,Insider tier - Access to exclusive content,True,2022-02-06 00:00:00,
ti_00412,cr_0180,Hero,3,28.87,Hero tier - Access to exclusive content,True,2022-02-10 00:00:00,
ti_00413,cr_0181,Viewer,1,2.82,Viewer tier - Access to exclusive content,True,2021-03-17 00:00:00,
ti_00414,cr_0181,VIP,2,12.22,VIP tier - Access to exclusive content,True,2021-03-12 00:00:00,
ti_00415,cr_0182,Viewer,1,3.63,Viewer tier - Access to exclusive content,True,2022-02-10 00:00:00,
ti_00416,cr_0182,Insider,2,14.15,Insider tier - Access to exclusive content,True,2022-02-11 00:00:00,
ti_00417,cr_0182,Elite,3,33.99,Elite tier - Access to exclusive content,True,2022-02-08 00:00:00,
ti_00418,cr_0183,Listener,1,3.67,Listener tier - Access to exclusive content,True,2021-11-09 00:00:00,
ti_00419,cr_0183,Member,2,14.29,Member tier - Access to exclusive content,True,2021-11-07 00:00:00,
ti_00420,cr_0183,Benefactor,3,49.26,Benefactor tier - Access to exclusive content,True,2021-11-12 00:00:00,
ti_00421,cr_0184,Viewer,1,4.9,Viewer tier - Access to exclusive content,True,2021-10-10 00:00:00,
ti_00422,cr_0184,Plus,2,14.45,Plus tier - Access to exclusive content,True,2021-10-10 00:00:00,
ti_00423,cr_0185,Reader,1,3.65,Reader tier - Access to exclusive content,True,2021-05-17 00:00:00,
ti_00424,cr_0185,Insider,2,9.54,Insider tier - Access to exclusive content,True,2021-05-17 00:00:00,
ti_00425,cr_0186,Reader,1,4.45,Reader tier - Access to exclusive content,True,2021-04-13 00:00:00,
ti_00426,cr_0186,Insider,2,7.61,Insider tier - Access to exclusive content,True,2021-04-16 00:00:00,
ti_00427,cr_0187,Viewer,1,2.32,Viewer tier - Access to exclusive content,True,2022-05-10 00:00:00,
ti_00428,cr_0187,Premium,2,13.98,Premium tier - Access to exclusive content,True,2022-05-08 00:00:00,
ti_00429,cr_0188,Reader,1,3.84,Reader tier - Access to exclusive content,True,2021-01-16 00:00:00,
ti_00430,cr_0188,Premium,2,12.19,Premium tier - Access to exclusive content,True,2021-01-12 00:00:00,
ti_00431,cr_0189,Supporter,1,2.41,Supporter tier - Access to exclusive content,True,2021-10-08 00:00:00,
ti_00432,cr_0189,Premium,2,8.44,Premium tier - Access to exclusive content,True,2021-10-14 00:00:00,
ti_00433,cr_0189,Champion,3,35.76,Champion tier - Access to exclusive content,True,2021-10-13 00:00:00,
ti_00434,cr_0190,Viewer,1,2.89,Viewer tier - Access to exclusive content,True,2021-01-15 00:00:00,
ti_00435,cr_0190,VIP,2,12.4,VIP tier - Access to exclusive content,True,2021-01-11 00:00:00,
ti_00436,cr_0190,Champion,3,38.6,Champion tier - Access to exclusive content,True,2021-01-14 00:00:00,
ti_00437,cr_0191,Supporter,1,3.79,Supporter tier - Access to exclusive content,True,2022-04-10 00:00:00,
ti_00438,cr_0191,Member,2,11.62,Member tier - Access to exclusive content,True,2022-04-08 00:00:00,
ti_00439,cr_0192,Listener,1,3.59,Listener tier - Access to exclusive content,True,2021-03-14 00:00:00,
ti_00440,cr_0192,Premium,2,11.74,Premium tier - Access to exclusive content,True,2021-03-13 00:00:00,
ti_00441,cr_0193,Listener,1,4.64,Listener tier - Access to exclusive content,True,2021-04-17 00:00:00,
ti_00442,cr_0193,VIP,2,13.96,VIP tier - Access to exclusive content,True,2021-04-15 00:00:00,
ti_00443,cr_0194,Fan,1,4.82,Fan tier - Access to exclusive content,True,2021-05-17 00:00:00,
ti_00444,cr_0194,Insider,2,11.02,Insider tier - Access to exclusive content,True,2021-05-12 00:00:00,
ti_00445,cr_0195,Fan,1,4.49,Fan tier - Access to exclusive content,True,2021-03-13 00:00:00,
ti_00446,cr_0195,Member,2,9.22,Member tier - Access to exclusive content,True,2021-03-12 00:00:00,
ti_00447,cr_0196,Fan,1,4.96,Fan tier - Access to exclusive content,True,2021-02-14 00:00:00,
ti_00448,cr_0196,VIP,2,10.15,VIP tier - Access to exclusive content,True,2021-02-15 00:00:00,
ti_00449,cr_0197,Reader,1,3.27,Reader tier - Access to exclusive content,True,2022-02-10 00:00:00,
ti_00450,cr_0197,Premium,2,12.38,Premium tier - Access to exclusive content,True,2022-02-06 00:00:00,
ti_00451,cr_0198,Listener,1,4.85,Listener tier - Access to exclusive content,True,2021-03-18 00:00:00,
ti_00452,cr_0198,Member,2,14.86,Member tier - Access to exclusive content,True,2021-03-15 00:00:00,
ti_00453,cr_0198,Elite,3,44.43,Elite tier - Access to exclusive content,True,2021-03-14 00:00:00,
ti_00454,cr_0199,Viewer,1,3.32,Viewer tier - Access to exclusive content,True,2022-06-11 00:00:00,
ti_00455,cr_0199,Plus,2,10.05,Plus tier - Access to exclusive content,True,2022-06-07 00:00:00,
ti_00456,cr_0200,Reader,1,3.38,Reader tier - Access to exclusive content,True,2021-05-12 00:00:00,
ti_00457,cr_0200,Insider,2,10.54,Insider tier - Access to exclusive content,True,2021-05-17 00:00:00,
ti_00458,cr_0201,Fan,1,4.48,Fan tier - Access to exclusive content,True,2022-02-08 00:00:00,
ti_00459,cr_0201,Member,2,9.82,Member tier - Access to exclusive content,True,2022-02-10 00:00:00,
ti_00460,cr_0201,Champion,3,26.55,Champion tier - Access to exclusive content,True,2022-02-05 00:00:00,
ti_00461,cr_0202,Listener,1,2.04,Listener tier - Access to exclusive content,True,2021-08-15 00:00:00,
ti_00462,cr_0202,VIP,2,11.33,VIP tier - Access to exclusive content,True,2021-08-12 00:00:00,
ti_00463,cr_0203,Fan,1,3.44,Fan tier - Access to exclusive content,True,2021-06-14 00:00:00,
ti_00464,cr_0203,Member,2,13.56,Member tier - Access to exclusive content,True,2021-06-16 00:00:00,
ti_00465,cr_0204,Listener,1,2.85,Listener tier - Access to exclusive content,True,2022-05-07 00:00:00,
ti_00466,cr_0204,Plus,2,11.34,Plus tier - Access to exclusive content,True,2022-05-12 00:00:00,
ti_00467,cr_0204,Hero,3,38.76,Hero tier - Access to exclusive content,True,2022-05-12 00:00:00,
ti_00468,cr_0205,Reader,1,4.23,Reader tier - Access to exclusive content,True,2022-04-12 00:00:00,
ti_00469,cr_0205,VIP,2,11.78,VIP tier - Access to exclusive content,True,2022-04-12 00:00:00,
ti_00470,cr_0206,Listener,1,4.86,Listener tier - Access to exclusive content,True,2022-06-11 00:00:00,
ti_00471,cr_0206,VIP,2,8.55,VIP tier - Access to exclusive content,True,2022-06-07 00:00:00,
ti_00472,cr_0206,Benefactor,3,21.86,Benefactor tier - Access to exclusive content,True,2022-06-11 00:00:00,
ti_00473,cr_0207,Supporter,1,4.98,Supporter tier - Access to exclusive content,True,2021-02-13 00:00:00,
ti_00474,cr_0207,Member,2,9.06,Member tier - Access to exclusive content,True,2021-02-10 00:00:00,
ti_00475,cr_0208,Fan,1,4.33,Fan tier - Access to exclusive content,True,2021-09-08 00:00:00,
ti_00476,cr_0208,Premium,2,14.22,Premium tier - Access to exclusive content,True,2021-09-12 00:00:00,
ti_00477,cr_0208,Champion,3,33.54,Champion tier - Access to exclusive content,True,2021-09-10 00:00:00,
ti_00478,cr_0209,Supporter,1,3.36,Supporter tier - Access to exclusive content,True,2021-04-11 00:00:00,
ti_00479,cr_0209,Premium,2,14.5,Premium tier - Access to exclusive content,True,2021-04-11 00:00:00,
ti_00480,cr_0210,Supporter,1,4.27,Supporter tier - Access to exclusive content,True,2022-07-08 00:00:00,
ti_00481,cr_0210,Insider,2,9.87,Insider tier - Access to exclusive content,True,2022-07-10 00:00:00,
ti_00482,cr_0210,Hero,3,40.53,Hero tier - Access to exclusive content,True,2022-07-05 00:00:00,
ti_00483,cr_0211,Viewer,1,3.15,Viewer tier - Access to exclusive content,True,2022-01-07 00:00:00,
ti_00484,cr_0211,Premium,2,12.38,Premium tier - Access to exclusive content,True,2022-01-09 00:00:00,
ti_00485,cr_0212,Supporter,1,3.23,Supporter tier - Access to exclusive content,True,2021-08-12 00:00:00,
ti_00486,cr_0212,VIP,2,11.64,VIP tier - Access to exclusive content,True,2021-08-14 00:00:00,
ti_00487,cr_0213,Fan,1,2.12,Fan tier - Access to exclusive content,True,2022-01-11 00:00:00,
ti_00488,cr_0213,Member,2,12.83,Member tier - Access to exclusive content,True,2022-01-10 00:00:00,
ti_00489,cr_0213,Patron,3,25.09,Patron tier - Access to exclusive content,True,2022-01-11 00:00:00,
ti_00490,cr_0214,Fan,1,2.62,Fan tier - Access to exclusive content,True,2021-05-17 00:00:00,
ti_00491,cr_0214,VIP,2,7.9,VIP tier - Access to exclusive content,True,2021-05-17 00:00:00,
ti_00492,cr_0215,Listener,1,3.88,Listener tier - Access to exclusive content,True,2022-05-08 00:00:00,
ti_00493,cr_0215,Member,2,14.94,Member tier - Access to exclusive content,True,2022-05-07 00:00:00,
ti_00494,cr_0216,Viewer,1,4.49,Viewer tier - Access to exclusive content,True,2021-07-10 00:00:00,
ti_00495,cr_0216,Insider,2,12.05,Insider tier - Access to exclusive content,True,2021-07-16 00:00:00,
ti_00496,cr_0216,Hero,3,38.37,Hero tier - Access to exclusive content,True,2021-07-11 00:00:00,
ti_00497,cr_0217,Viewer,1,2.82,Viewer tier - Access to exclusive content,True,2021-01-13 00:00:00,
ti_00498,cr_0217,VIP,2,9.98,VIP tier - Access to exclusive content,True,2021-01-13 00:00:00,
ti_00499,cr_0217,Elite,3,22.04,Elite tier - Access to exclusive content,True,2021-01-15 00:00:00,
ti_00500,cr_0218,Listener,1,2.42,Listener tier - Access to exclusive content,True,2022-05-11 00:00:00,
ti_00501,cr_0218,VIP,2,10.22,VIP tier - Access to exclusive content,True,2022-05-11 00:00:00,
ti_00502,cr_0219,Listener,1,3.9,Listener tier - Access to exclusive content,True,2021-08-12 00:00:00,
ti_00503,cr_0219,VIP,2,14.95,VIP tier - Access to exclusive content,True,2021-08-15 00:00:00,
ti_00504,cr_0220,Reader,1,4.64,Reader tier - Access to exclusive content,True,2021-08-09 00:00:00,
ti_00505,cr_0220,Insider,2,10.27,Insider tier - Access to exclusive content,True,2021-08-15 00:00:00,
ti_00506,cr_0220,Benefactor,3,34.51,Benefactor tier - Access to exclusive content,True,2021-08-11 00:00:00,
ti_00507,cr_0221,Reader,1,2.73,Reader tier - Access to exclusive content,True,2022-06-05 00:00:00,
ti_00508,cr_0221,Insider,2,8.59,Insider tier - Access to exclusive content,True,2022-06-09 00:00:00,
ti_00509,cr_0222,Listener,1,2.21,Listener tier - Access to exclusive content,True,2021-08-10 00:00:00,
ti_00510,cr_0222,VIP,2,10.78,VIP tier - Access to exclusive content,True,2021-08-11 00:00:00,
ti_00511,cr_0223,Reader,1,4.08,Reader tier - Access to exclusive content,True,2022-04-06 00:00:00,
ti_00512,cr_0223,Plus,2,13.37,Plus tier - Access to exclusive content,True,2022-04-10 00:00:00,
ti_00513,cr_0224,Reader,1,2.4,Reader tier - Access to exclusive content,True,2021-07-15 00:00:00,
ti_00514,cr_0224,Premium,2,10.35,Premium tier - Access to exclusive content,True,2021-07-13 00:00:00,
ti_00515,cr_0225,Fan,1,2.86,Fan tier - Access to exclusive content,True,2022-06-05 00:00:00,
ti_00516,cr_0225,Premium,2,10.97,Premium tier - Access to exclusive content,True,2022-06-09 00:00:00,
ti_00517,cr_0226,Fan,1,2.07,Fan tier - Access to exclusive content,True,2022-03-09 00:00:00,
ti_00518,cr_0226,Insider,2,8.4,Insider tier - Access to exclusive content,True,2022-03-07 00:00:00,
ti_00519,cr_0226,Champion,3,22.74,Champion tier - Access to exclusive content,True,2022-03-07 00:00:00,
ti_00520,cr_0227,Listener,1,2.38,Listener tier - Access to exclusive content,True,2021-10-13 00:00:00,
ti_00521,cr_0227,Premium,2,12.14,Premium tier - Access to exclusive content,True,2021-10-12 00:00:00,
ti_00522,cr_0228,Fan,1,2.37,Fan tier - Access to exclusive content,True,2022-07-05 00:00:00,
ti_00523,cr_0228,Member,2,9.53,Member tier - Access to exclusive content,True,2022-07-07 00:00:00,
